station_name,wigos_station_identifier,traditional_station_identifier,facility_type,latitude,longitude,elevation,barometer_height,territory_name,wmo_region
SINGAPORE/CHANGI AIRPORT,0-20000-0-48698,48698,Land (fixed),1.3679,103.9824,14.0,15.1,Singapore,V
